mass, logp, h_d, h_a, rot_b, tpsa, target
348.27, 1.63, 2, 5, 7, 115.76, antiinfective
289.42, 3.92, 0, 3, 8, 29.54, cns
264.33, 4.3, 1, 3, 3, 34.15, antiinfective
1060.23, -3.99, 12, 13, 27, 418.78, cardio
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
954.66, -0.0, 13, 26, 4, 447.09, antineoplastic
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
284.35, 2.19, 1, 5, 0, 57.15, antiinfective
780.38, 5.0, 3, 11, 8, 156.47, antineoplastic
357.45, 2.95, 3, 5, 11, 78.79, cardio
398.35, 0.32, 4, 9, 4, 122.97, antiinfective
382.46, 4.44, 0, 6, 6, 61.64, cns
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
179.26, 2.03, 1, 2, 3, 35.25, cardio
574.79, 6.42, 1, 5, 11, 61.6, antiinfective
761.85, 3.41, 4, 15, 3, 168.72, antineoplastic
316.43, 0.5, 2, 8, 6, 79.74, cardio
761.85, 3.41, 4, 15, 3, 168.72, antineoplastic
335.36, 0.22, 0, 7, 3, 140.47, cardio
203.24, 0.22, 1, 5, 6, 78.62, cns
318.44, 2.46, 1, 3, 4, 46.53, cns
364.44, -3.16, 4, 10, 13, 151.26, antineoplastic
1263.41, -3.52, 16, 17, 23, 506.76, antiinfective
363.46, 3.39, 3, 4, 8, 81.07, cardio
200.33, 0.75, 2, 2, 3, 67.64, cardio
302.74, 3.29, 0, 2, 1, 32.67, cns
303.36, 0.92, 1, 5, 4, 62.3, cns
422.46, 1.27, 2, 7, 3, 106.14, antineoplastic
905.04, 4.28, 4, 17, 9, 240.11, antineoplastic
1034.2, -2.7, 13, 22, 11, 337.86, antiinfective
598.7, -1.33, 6, 13, 15, 225.32, antineoplastic
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
506.47, 0.81, 4, 11, 5, 193.16, antineoplastic
1415.58, -7.7, 20, 31, 35, 627.07, antineoplastic
203.2, 1.36, 2, 2, 3, 70.16, cns
495.57, 3.09, 2, 7, 2, 114.46, antineoplastic
328.41, 2.14, 4, 4, 8, 95.58, cardio
656.66, 2.75, 3, 14, 6, 160.83, antineoplastic
206.31, 1.18, 1, 1, 5, 21.51, cns
303.36, 0.92, 1, 5, 4, 62.3, cns
264.31, 1.17, 2, 5, 3, 97.97, antiinfective
427.46, 0.1, 3, 8, 7, 148.26, antiinfective
265.22, -3.05, 5, 8, 7, 159.76, antineoplastic
304.47, 6.04, 2, 2, 11, 40.46, antineoplastic
416.47, 3.6, 1, 7, 4, 75.61, antineoplastic
224.22, -0.71, 2, 5, 2, 84.32, antiinfective
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
400.44, 0.56, 1, 7, 4, 115.57, antiinfective
628.94, 11.58, 3, 4, 10, 69.92, cns
447.38, 3.28, 2, 5, 10, 78.87, cardio
437.53, 4.31, 1, 5, 6, 29.95, cns
494.64, 6.2, 2, 2, 0, 31.82, cardio
563.67, 6.12, 1, 6, 14, 110.21, cardio
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
652.22, 4.55, 2, 6, 5, 94.72, cns
493.75, 4.97, 1, 6, 9, 66.84, antiinfective
301.39, 1.73, 1, 4, 1, 41.93, cns
620.7, 3.78, 0, 10, 6, 139.34, antineoplastic
304.84, 2.78, 1, 1, 8, 13.67, cardio
248.33, 1.03, 1, 3, 2, 54.09, cardio
211.22, -0.5, 2, 6, 2, 90.37, antiinfective
137.14, 0.97, 2, 2, 1, 63.32, cns
602.59, -0.93, 3, 13, 2, 190.95, cns
207.27, 1.91, 1, 3, 2, 30.49, cns
527.53, 1.03, 5, 11, 5, 185.84, antineoplastic
1101.28, -1.66, 10, 12, 24, 387.32, cardio
1145.35, 2.83, 8, 20, 23, 300.39, antiinfective
354.27, 1.85, 6, 8, 0, 155.52, antineoplastic
239.36, 3.75, 0, 1, 5, 3.24, cns
266.34, 1.38, 3, 4, 7, 70.59, cardio
196.96, -1.67, 0, 5, 0, 75.17, antiinfective
153.18, 0.34, 1, 3, 1, 40.13, cns
314.26, 1.74, 1, 6, 4, 118.05, cns
738.3, 3.83, 3, 11, 7, 156.47, antineoplastic
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
824.97, 3.52, 3, 12, 8, 171.17, antineoplastic
941.09, 6.07, 5, 16, 5, 226.22, antiinfective
495.57, 3.09, 2, 7, 2, 114.46, antineoplastic
177.22, -0.67, 2, 3, 5, 80.39, antineoplastic
239.75, 3.3, 1, 2, 3, 29.1, cns
690.86, 2.27, 2, 11, 7, 176.42, antiinfective
334.21, 3.27, 2, 3, 4, 75.13, antiinfective
588.78, 8.29, 0, 5, 14, 32.78, cns
272.33, -0.41, 3, 5, 5, 103.86, antiinfective
194.24, 2.97, 1, 2, 0, 38.91, antiinfective
520.58, -0.32, 7, 10, 9, 184.04, antiinfective
152.24, 2.57, 0, 1, 1, 17.07, antineoplastic
429.56, 4.6, 0, 6, 13, 57.23, cns
441.48, 3.23, 4, 6, 5, 133.16, antiinfective
274.41, 3.51, 1, 2, 4, 32.34, cns
416.14, 6.45, 0, 3, 6, 27.05, antiinfective
307.39, 2.57, 1, 5, 7, 64.63, cardio
670.88, 4.27, 4, 10, 10, 153.37, antiinfective
265.22, -2.89, 5, 8, 3, 151.92, antineoplastic
361.4, 5.73, 0, 5, 7, 48.42, cardio
130.15, 1.24, 0, 1, 0, 17.07, antiinfective
262.65, -0.28, 2, 5, 4, 107.94, antineoplastic
289.32, -1.59, 2, 8, 3, 138.48, cardio
1109.32, 3.61, 11, 19, 10, 364.22, antiinfective
530.6, 3.52, 5, 5, 10, 151.83, antineoplastic
250.26, 2.46, 1, 4, 2, 59.06, antineoplastic
478.89, 0.28, 6, 9, 2, 181.62, antiinfective
285.77, 4.26, 0, 2, 0, 12.47, cns
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
327.14, 0.94, 1, 3, 1, 57.61, antiinfective
1412.48, 9.39, 7, 20, 21, 351.28, antiinfective
276.29, 1.37, 2, 5, 1, 93.79, cardio
365.33, 2.62, 1, 6, 5, 73.86, cardio
276.38, 1.96, 1, 3, 3, 45.33, cns
497.5, 1.02, 5, 10, 4, 176.61, antineoplastic
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
277.17, -2.93, 2, 9, 6, 153.56, antiinfective
310.44, 3.94, 1, 2, 2, 28.26, cns
263.28, -0.23, 3, 4, 2, 87.3, antineoplastic
463.85, -3.7, 5, 8, 2, 188.48, antiinfective
335.22, 1.35, 3, 2, 4, 76.74, antiinfective
670.88, 4.27, 4, 10, 10, 153.37, antiinfective
315.37, 1.05, 1, 5, 1, 59.0, cns
295.41, 1.32, 2, 3, 6, 65.2, cardio
126.2, 0.07, 2, 2, 3, 52.04, antineoplastic
602.64, -0.61, 9, 12, 10, 242.98, antiinfective
118.96, 1.01, 0, 0, 0, 0.0, antiinfective
389.45, 1.12, 3, 5, 7, 110.18, cardio
367.41, 0.57, 2, 5, 10, 117.97, antineoplastic
1879.68, 1.16, 24, 33, 20, 662.41, antiinfective
528.51, 0.42, 6, 11, 4, 191.05, antineoplastic
336.83, 4.03, 0, 4, 6, 54.5, antiinfective
397.76, 6.52, 0, 3, 6, 17.82, antiinfective
353.12, -0.93, 3, 7, 2, 110.6, antiinfective
697.63, 3.8, 6, 9, 15, 184.3, antineoplastic
334.46, 4.06, 2, 3, 12, 74.6, antineoplastic
315.69, 2.53, 1, 6, 9, 97.3, antineoplastic
442.38, 2.53, 7, 10, 3, 177.14, antineoplastic
161.23, 0.32, 2, 3, 5, 63.32, antineoplastic
310.34, 0.88, 2, 7, 5, 116.43, antiinfective
522.57, -0.35, 2, 13, 8, 180.25, antiinfective
317.46, 2.63, 2, 4, 11, 55.39, cardio
538.58, -1.57, 2, 9, 6, 176.33, antiinfective
262.31, -0.68, 5, 4, 7, 165.02, antineoplastic
524.62, 3.12, 5, 6, 15, 151.56, cardio
582.67, -1.67, 2, 15, 10, 203.06, antiinfective
335.47, 2.31, 2, 4, 8, 75.43, antineoplastic
492.69, 4.26, 0, 6, 5, 56.75, cns
695.76, 3.63, 4, 12, 2, 194.99, antiinfective
266.39, 3.0, 2, 2, 2, 52.04, cns
581.58, -8.16, 12, 15, 9, 336.43, antiinfective
173.17, -0.35, 3, 3, 2, 100.62, cns
480.59, 2.14, 6, 7, 13, 192.8, antiinfective
185.27, 2.24, 0, 1, 2, 3.24, cns
280.29, 1.36, 2, 6, 3, 113.43, cardio
265.98, 1.38, 0, 0, 0, 0.0, antineoplastic
255.74, 2.55, 1, 3, 4, 52.32, cns
384.59, 4.16, 2, 4, 14, 69.64, cardio
285.43, 3.88, 1, 2, 2, 23.47, cns
364.4, -1.31, 3, 7, 4, 135.79, antiinfective
639.83, 5.73, 2, 9, 3, 116.04, antiinfective
1648.88, 0.51, 17, 31, 11, 562.74, antineoplastic
230.26, 2.55, 0, 3, 3, 35.53, cns
175.23, 0.94, 2, 1, 0, 53.11, cardio
278.05, -4.17, 4, 6, 4, 195.32, antiinfective
622.76, 1.34, 2, 10, 19, 116.86, cardio
225.27, 1.97, 1, 3, 4, 77.34, cns
807.89, 3.26, 5, 14, 8, 224.45, antineoplastic
280.8, 4.45, 1, 2, 0, 37.3, antiinfective
1668.8, 4.73, 13, 18, 40, 477.28, cns
1223.25, 5.99, 8, 22, 16, 405.68, antiinfective
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
408.54, 3.93, 0, 4, 7, 49.85, cns
244.22, -0.54, 2, 5, 2, 84.32, antiinfective
454.48, -6.65, 10, 14, 6, 262.38, antiinfective
368.47, 2.65, 3, 5, 13, 111.9, cardio
285.34, 1.2, 2, 4, 0, 52.93, cns
284.35, 2.19, 1, 5, 0, 57.15, antiinfective
273.38, 2.77, 0, 3, 4, 29.54, cns
794.41, 5.39, 3, 11, 8, 156.47, antineoplastic
522.57, -0.35, 2, 13, 8, 180.25, antiinfective
460.44, -1.4, 7, 10, 2, 201.85, antiinfective
544.73, 5.17, 2, 7, 2, 94.45, antiinfective
425.4, -2.0, 4, 8, 9, 196.92, antineoplastic
403.53, -2.55, 8, 7, 17, 201.11, antineoplastic
314.73, 2.58, 2, 3, 2, 78.76, cns
230.26, 2.55, 0, 3, 3, 35.53, cns
190.15, 1.03, 2, 4, 0, 74.6, antineoplastic
769.05, 5.94, 2, 12, 10, 96.6, cns
169.57, 1.77, 1, 2, 0, 46.0, cns
223.27, 1.11, 1, 3, 7, 72.69, antiinfective
469.84, 4.32, 3, 6, 3, 94.14, antineoplastic
165.24, 1.58, 1, 2, 3, 35.25, cns
542.71, 4.92, 2, 7, 1, 94.45, antiinfective
414.46, 0.52, 3, 7, 6, 133.24, antiinfective
486.61, 5.89, 3, 4, 17, 121.13, antiinfective
632.8, 4.85, 0, 6, 11, 91.83, antiinfective
356.44, 3.62, 0, 4, 7, 32.78, cns
286.35, 1.74, 1, 4, 0, 49.77, cns
302.46, 4.27, 1, 2, 0, 37.3, antineoplastic
796.96, 2.82, 8, 12, 16, 224.34, antiinfective
317.22, 2.45, 1, 4, 2, 92.55, antineoplastic
234.29, 2.84, 1, 3, 2, 38.69, cns
1115.25, 1.55, 13, 20, 14, 403.1, antiinfective
357.45, 1.71, 3, 5, 2, 73.16, cns
293.32, 2.57, 1, 3, 3, 48.99, antiinfective
217.27, 1.77, 1, 2, 2, 46.17, cns
477.6, -3.33, 8, 12, 7, 199.73, antiinfective
247.73, 2.5, 1, 3, 4, 61.77, antineoplastic
267.25, -0.2, 2, 6, 3, 133.08, antiinfective
1005.64, -3.5, 11, 30, 16, 495.75, antiinfective
285.24, -1.84, 4, 9, 2, 139.54, antineoplastic
853.92, 3.74, 4, 14, 10, 221.29, antineoplastic
353.51, 4.65, 0, 3, 8, 29.54, cns
217.36, 3.49, 0, 1, 5, 3.24, cns
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
225.2, -1.63, 3, 7, 1, 100.59, antineoplastic
220.23, 0.83, 4, 3, 3, 99.34, cns
747.96, 2.44, 4, 14, 8, 182.91, antiinfective
554.59, -1.61, 4, 14, 8, 214.96, antiinfective
381.45, 3.77, 1, 4, 6, 58.1, cns
198.14, 0.19, 2, 5, 3, 123.76, antiinfective
811.83, -2.82, 5, 16, 12, 321.46, antiinfective
414.51, 3.57, 3, 4, 2, 68.72, cns
144.21, 2.29, 1, 1, 5, 37.3, cns
138.06, -0.09, 2, 2, 1, 70.06, antiinfective
167.21, 0.77, 3, 3, 2, 66.48, cardio
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
298.38, 2.84, 0, 5, 1, 46.15, antiinfective
168.19, 1.62, 1, 3, 4, 50.44, antineoplastic
303.83, 4.19, 0, 2, 8, 12.47, cardio
401.44, 1.9, 2, 6, 4, 112.74, antiinfective
765.95, 5.11, 2, 12, 8, 162.82, antiinfective
294.31, -1.53, 3, 9, 3, 122.55, antineoplastic
506.59, 1.29, 3, 11, 7, 160.1, antiinfective
303.21, -1.08, 4, 8, 6, 156.61, antiinfective
869.15, 3.34, 4, 15, 12, 186.15, antiinfective
543.61, 2.62, 4, 12, 8, 203.73, antiinfective
298.38, 2.84, 0, 5, 1, 46.15, antiinfective
658.93, 8.79, 0, 2, 6, 12.5, antiinfective
532.47, 4.46, 0, 8, 8, 64.88, antiinfective
339.19, 2.01, 2, 6, 4, 96.28, antiinfective
408.54, 3.93, 0, 4, 7, 49.85, cns
380.66, 0.91, 3, 5, 3, 146.34, antiinfective
364.36, -0.32, 2, 8, 6, 116.82, antineoplastic
495.45, -5.53, 7, 12, 8, 254.77, antiinfective
467.49, 1.37, 5, 9, 10, 207.3, antineoplastic
177.25, 1.74, 1, 2, 1, 21.26, cns
2262.8, -4.91, 36, 30, 42, 900.46, antiinfective
824.97, 3.52, 3, 12, 8, 171.17, antineoplastic
262.36, -0.36, 4, 7, 13, 120.21, cardio
432.47, 3.0, 0, 8, 3, 109.11, cns
973.3, 9.33, 4, 14, 16, 280.7, antiinfective
1449.27, 0.11, 19, 25, 13, 530.49, antiinfective
553.58, -2.95, 3, 15, 8, 217.79, antiinfective
306.25, 4.69, 1, 1, 2, 12.03, cns
383.41, 1.78, 1, 8, 4, 106.95, cardio
189.24, -0.25, 0, 3, 0, 54.45, antiinfective
543.51, 0.23, 8, 8, 11, 210.67, antiinfective
769.97, 6.07, 3, 12, 4, 154.73, antiinfective
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
824.97, 3.52, 3, 12, 8, 171.17, antineoplastic
214.18, -1.1, 2, 6, 5, 110.29, antineoplastic
2165.63, -6.02, 25, 30, 36, 743.69, antiinfective
563.67, 6.12, 1, 6, 14, 110.21, cardio
687.87, 1.91, 3, 13, 6, 165.98, antiinfective
238.29, 1.35, 2, 3, 5, 75.27, cns
334.46, 4.06, 2, 3, 12, 74.6, antineoplastic
835.09, 2.2, 5, 16, 12, 196.33, antiinfective
376.43, -1.28, 5, 7, 7, 153.03, antiinfective
1145.35, 2.83, 8, 20, 23, 300.39, antiinfective
182.09, -3.72, 2, 4, 4, 128.13, cns
917.14, 4.32, 4, 16, 13, 208.75, antiinfective
308.77, 3.58, 0, 4, 1, 43.07, cns
853.33, 12.76, 0, 4, 22, 36.92, antiinfective
395.42, -0.17, 4, 9, 5, 158.21, antiinfective
810.98, 3.16, 7, 12, 16, 215.55, antiinfective
1022.24, 2.32, 4, 14, 10, 231.2, antiinfective
356.51, 3.25, 0, 3, 4, 32.78, cns
457.96, 3.23, 0, 6, 8, 72.6, cardio
878.92, -1.91, 5, 17, 10, 312.01, antiinfective
388.21, 2.8, 4, 6, 4, 138.72, antiinfective
382.4, -1.89, 2, 10, 5, 150.04, antiinfective
174.9, -6.56, 0, 3, 0, 69.18, antiinfective
453.54, 4.27, 2, 5, 9, 81.51, cardio
338.45, 4.06, 2, 3, 5, 52.57, cardio
169.18, 1.45, 0, 4, 2, 60.96, antiinfective
86.14, -0.82, 2, 2, 0, 24.06, antiinfective
252.1, 0.35, 2, 3, 5, 68.96, antineoplastic
258.32, 3.35, 0, 3, 5, 35.53, antiinfective
108.14, 1.18, 1, 1, 1, 20.23, cns
1111.34, 2.34, 6, 18, 9, 332.4, antiinfective
346.37, 1.78, 1, 7, 8, 149.68, antiinfective
476.87, 0.06, 6, 9, 2, 181.62, antiinfective
366.41, 1.12, 1, 7, 3, 94.59, antineoplastic
395.42, -0.17, 4, 9, 5, 158.21, antiinfective
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
280.54, 7.51, 0, 0, 13, 0.0, cardio
177.22, -0.67, 2, 3, 5, 80.39, antineoplastic
326.44, 3.4, 1, 4, 4, 45.59, cardio
547.45, 1.49, 1, 11, 7, 140.81, antiinfective
253.3, 2.95, 2, 4, 2, 74.16, antiinfective
489.52, -0.4, 1, 12, 9, 162.93, antiinfective
835.09, 2.2, 5, 16, 12, 196.33, antiinfective
1085.16, -0.25, 11, 24, 15, 358.2, antineoplastic
415.57, 3.15, 4, 4, 12, 89.79, cardio
1483.93, -4.55, 21, 19, 32, 641.02, antiinfective
366.41, 1.12, 1, 7, 3, 94.59, antineoplastic
120.17, 0.2, 0, 2, 0, 34.14, cns
785.11, 5.19, 2, 9, 21, 133.41, antineoplastic
269.26, -1.99, 0, 8, 6, 86.52, antineoplastic
395.28, -8.72, 5, 13, 9, 313.18, cardio
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
387.91, 3.78, 2, 4, 6, 53.6, cns
277.33, 2.4, 5, 2, 3, 115.53, antiinfective
214.25, -0.77, 3, 3, 2, 124.56, antiinfective
505.46, 3.34, 6, 2, 9, 177.58, antiinfective
496.56, -5.61, 10, 14, 6, 248.39, antiinfective
232.24, -2.13, 0, 5, 1, 94.58, antiinfective
294.4, 2.56, 1, 5, 9, 64.79, cns
663.08, 7.12, 2, 3, 4, 73.12, antiinfective
149.11, -1.23, 3, 5, 4, 116.22, antineoplastic
464.91, 2.93, 0, 7, 3, 94.65, cns
236.23, -0.21, 2, 6, 2, 93.03, antiinfective
385.51, 1.2, 4, 5, 11, 118.97, antiinfective
166.2, 0.74, 1, 2, 2, 53.94, cns
341.42, 0.65, 1, 7, 6, 73.85, cns
552.58, -3.17, 2, 16, 8, 220.88, antiinfective
325.45, 4.49, 1, 3, 4, 36.61, cns
663.77, 0.21, 5, 10, 11, 215.91, antiinfective
1096.35, 0.82, 13, 14, 17, 355.08, antineoplastic
110.18, 1.98, 1, 1, 0, 0.0, antiinfective
527.53, 1.03, 5, 11, 4, 185.84, antineoplastic
285.77, 4.26, 0, 2, 0, 12.47, cns
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
505.01, 4.02, 2, 5, 5, 78.87, cns
807.89, 3.26, 5, 14, 8, 224.45, antineoplastic
581.58, -8.16, 12, 15, 9, 336.43, antiinfective
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
426.49, 2.56, 1, 7, 4, 84.39, cns
1106.34, 0.37, 14, 12, 30, 374.2, antineoplastic
689.66, -1.68, 3, 17, 8, 262.58, antiinfective
1648.88, 0.51, 17, 31, 11, 562.74, antineoplastic
144.6, 1.51, 1, 1, 2, 20.23, cns
382.42, -2.12, 1, 8, 5, 129.67, antiinfective
284.32, 3.58, 0, 3, 0, 34.89, antineoplastic
853.92, 3.74, 4, 14, 10, 221.29, antineoplastic
500.55, 4.43, 3, 6, 12, 96.22, cardio
454.7, 6.43, 3, 3, 7, 60.69, antineoplastic
353.51, 4.65, 0, 3, 8, 29.54, cns
527.52, -7.27, 11, 16, 6, 272.06, antiinfective
473.51, -1.73, 3, 9, 7, 161.93, antiinfective
338.21, 4.1, 1, 3, 3, 27.63, cardio
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
282.11, -1.01, 4, 5, 4, 151.01, cardio
103.12, 1.34, 0, 3, 3, 38.66, cardio
569.61, -7.52, 12, 16, 9, 297.72, antiinfective
182.08, -0.43, 2, 2, 3, 63.32, antineoplastic
641.66, -3.35, 9, 13, 7, 278.15, antineoplastic
520.49, 4.13, 2, 10, 6, 138.62, antineoplastic
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
519.51, -3.51, 9, 9, 17, 274.55, antineoplastic
265.83, 4.4, 1, 1, 5, 12.03, cns
761.85, 3.41, 4, 15, 3, 168.72, antineoplastic
320.47, 5.43, 1, 2, 14, 49.83, cardio
372.09, -1.27, 3, 6, 2, 104.55, antiinfective
488.54, -10.16, 11, 11, 6, 289.09, antiinfective
690.67, -0.35, 4, 16, 8, 259.75, antiinfective
687.87, 1.91, 3, 13, 6, 165.98, antiinfective
232.24, 0.7, 2, 3, 2, 75.27, cns
441.48, 3.23, 4, 6, 5, 133.16, antiinfective
627.64, 1.55, 5, 13, 7, 204.3, antineoplastic
552.58, -3.17, 2, 16, 8, 220.88, antiinfective
556.76, 4.62, 3, 8, 2, 88.67, antineoplastic
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
332.31, -3.79, 7, 7, 6, 200.72, antiinfective
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
212.21, 1.31, 2, 3, 0, 72.19, antineoplastic
620.74, 4.17, 0, 12, 19, 114.46, cardio
508.62, 4.48, 1, 5, 7, 78.67, cardio
129.12, 0.03, 1, 3, 0, 55.4, cns
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
538.58, -1.57, 2, 9, 6, 176.33, antiinfective
153.18, 0.38, 3, 3, 2, 66.48, cardio
232.29, 3.83, 0, 2, 0, 17.82, antineoplastic
412.52, 0.74, 5, 7, 1, 127.45, cardio
261.28, 2.87, 1, 3, 1, 50.68, cns
323.44, 2.97, 2, 2, 6, 53.17, antiinfective
428.31, 4.36, 4, 4, 8, 133.52, antineoplastic
313.88, -7.1, 2, 7, 5, 149.77, antiinfective
474.37, 1.23, 6, 10, 9, 208.12, antiinfective
214.27, 0.7, 1, 3, 1, 33.62, cns
669.22, 5.12, 2, 8, 8, 132.56, antineoplastic
284.27, 2.88, 2, 5, 2, 79.9, antineoplastic
1603.99, -4.27, 22, 20, 54, 669.2, cns
550.65, 0.75, 5, 10, 4, 162.98, cardio
444.44, -0.37, 6, 9, 2, 181.62, antiinfective
1145.35, 2.83, 8, 20, 23, 300.39, antiinfective
162.24, 1.1, 1, 2, 1, 15.27, cns
499.65, 4.26, 0, 7, 11, 73.06, antineoplastic
137.21, 1.32, 1, 1, 1, 26.02, antiinfective
614.65, -8.9, 13, 19, 9, 353.11, antiinfective
209.21, -1.24, 3, 7, 3, 110.08, antiinfective
536.89, 12.94, 0, 0, 16, 0.0, antineoplastic
239.28, -0.01, 2, 4, 2, 78.51, cns
381.47, 2.67, 4, 5, 7, 118.3, cns
584.66, -1.51, 8, 12, 4, 206.6, cardio
312.48, 4.07, 1, 2, 5, 23.47, cns
268.27, -2.71, 2, 6, 3, 98.82, antineoplastic
611.62, 3.0, 4, 11, 8, 202.84, antiinfective
207.27, 1.91, 1, 3, 2, 30.49, cns
518.58, -3.17, 3, 14, 11, 205.69, antiinfective
370.53, 6.99, 0, 3, 13, 47.28, antineoplastic
386.59, 4.9, 0, 4, 4, 23.55, cns
375.26, -2.55, 1, 7, 8, 123.35, antiinfective
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
250.34, 2.76, 0, 3, 4, 32.78, cns
263.04, -1.14, 3, 4, 2, 120.9, antiinfective
659.64, 1.39, 4, 13, 7, 174.77, antineoplastic
750.0, 4.85, 3, 11, 12, 164.04, antiinfective
1034.2, -2.7, 13, 22, 11, 337.86, antiinfective
228.34, 3.1, 2, 1, 3, 27.82, cns
566.7, 4.05, 4, 5, 10, 104.47, antiinfective
857.11, 5.42, 0, 12, 14, 155.02, cardio
264.23, 1.35, 2, 6, 2, 85.22, antineoplastic
614.79, 6.5, 0, 6, 6, 75.22, cns
347.41, 4.24, 1, 3, 5, 59.16, cardio
286.37, 3.52, 2, 3, 0, 57.53, antineoplastic
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
143.14, 0.37, 0, 3, 0, 46.61, cns
408.88, 2.27, 2, 7, 8, 99.88, cardio
338.27, 1.99, 3, 7, 0, 125.04, antineoplastic
181.3, 2.3, 1, 2, 3, 26.02, cns
777.05, 5.64, 5, 11, 3, 180.05, antiinfective
869.15, 3.34, 4, 15, 12, 186.15, antiinfective
357.39, 2.07, 1, 5, 3, 65.78, antiinfective
407.55, -0.74, 5, 8, 7, 122.49, antiinfective
369.53, 2.48, 2, 3, 3, 43.7, cardio
383.45, -0.11, 3, 5, 9, 128.34, cns
182.09, -1.24, 1, 7, 6, 124.97, cardio
869.15, 3.34, 4, 15, 12, 186.15, antiinfective
905.04, 4.28, 4, 17, 9, 240.11, antineoplastic
340.49, 4.48, 1, 4, 6, 32.34, antiinfective
615.63, -8.86, 13, 19, 9, 347.32, antiinfective
299.41, 3.36, 1, 3, 3, 40.54, cns
243.28, 0.66, 1, 4, 2, 66.84, antiinfective
346.41, 1.65, 2, 5, 3, 84.12, antineoplastic
150.22, 2.82, 1, 1, 1, 20.23, antiinfective
253.81, 1.77, 0, 0, 0, 0.0, antiinfective
611.62, 3.0, 4, 11, 8, 202.84, antiinfective
191.27, 2.08, 0, 2, 1, 12.47, cns
791.08, 3.07, 5, 14, 9, 180.08, antiinfective
343.47, 3.49, 1, 4, 10, 54.46, cns
525.6, 2.66, 2, 8, 1, 139.04, antiinfective
813.98, 2.77, 3, 16, 12, 206.05, antiinfective
182.17, 3.23, 0, 2, 2, 26.3, cns
344.46, 3.93, 1, 3, 1, 36.36, cns
374.42, 2.13, 2, 6, 4, 101.45, antineoplastic
171.16, -0.95, 2, 3, 5, 116.79, antineoplastic
243.22, -2.83, 5, 8, 3, 150.5, antiinfective
602.59, -0.93, 3, 13, 2, 190.95, cns
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
548.61, 2.28, 3, 9, 9, 153.91, cardio
1583.58, -1.43, 18, 32, 37, 601.88, antiinfective
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
690.86, 2.27, 2, 11, 7, 176.42, antiinfective
185.18, -0.49, 3, 3, 2, 100.62, cns
401.6, 4.98, 0, 1, 5, 6.25, antiinfective
271.4, 3.33, 1, 2, 2, 23.47, cns
332.35, -2.93, 5, 9, 2, 129.51, antiinfective
200.29, 3.18, 1, 1, 2, 28.68, cns
141.19, 0.87, 0, 2, 4, 40.13, cns
326.14, -0.4, 0, 4, 1, 60.44, antiinfective
815.72, 9.25, 8, 5, 6, 185.37, antineoplastic
1131.27, -1.32, 13, 23, 14, 388.04, cardio
295.45, 4.68, 0, 2, 3, 3.24, cns
368.82, 3.28, 0, 3, 1, 49.85, cns
578.68, 2.97, 4, 8, 13, 164.91, cns
264.32, 2.18, 0, 6, 0, 55.38, cns
531.44, 4.21, 0, 7, 7, 69.06, antiinfective
469.55, 5.89, 0, 6, 3, 76.5, antineoplastic
630.85, 3.1, 5, 7, 15, 161.48, cardio
495.45, -3.48, 8, 12, 8, 250.32, antiinfective
247.26, -0.19, 3, 6, 2, 109.82, antiinfective
230.27, -0.11, 4, 3, 2, 126.63, antineoplastic
909.14, 4.29, 6, 10, 15, 197.48, antiinfective
2199.66, 7.07, 34, 33, 77, 959.64, cardio
1096.35, 0.82, 13, 14, 17, 355.08, antineoplastic
210.24, -0.38, 2, 4, 3, 76.02, cns
477.58, 5.48, 0, 5, 5, 37.61, cns
552.63, -6.4, 11, 15, 10, 297.27, antiinfective
238.29, 3.12, 2, 1, 1, 44.89, antineoplastic
106.15, 0.39, 2, 2, 2, 37.3, cns
531.55, -2.24, 2, 9, 8, 193.71, antiinfective
583.6, -8.37, 13, 15, 9, 339.59, antiinfective
